Event_ID,Date,Country,Reason,Action_Summary,Action_Level,Action_Classification,Status,Type,Device,Source,manufacturer_name,device_name
08c4a01c-5e05-44f4-a0f5-1d4c1d9a268a,2021-10-04,DEU,documentation update detected in disposable glove,software update,Retail,Class 3,open,safety alert,disposable glove,FDA,Meditech Corp,disposable glove
27993,2017-07-31,ESP,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall / Safety Alert,esp-head-cocr-affinis-43-15-2-item-number-102-02-00-15-0,Agencia Española de Medicamentos y Productos Sanitarios (Via FOI),,
a9d28912-3bac-4cb7-84e5-706db39f5add,2023-03-04,IND,implant detected in cardiac pacemaker,software update,Hospital,Class 1,terminated,recall,cardiac pacemaker,EMA,Meditech Corp,cardiac pacemaker
fb4f93e2-0809-4645-b663-6e6cb85e7fd9,2021-02-23,DEU,instruction correction detected in syringe,software update,Retail,Class 3,open,field safety,syringe,MHRA,CardioPlus,syringe
3743,2017-02-20,NZL,"The packaging of these devices might not be sealed properly.,               However, the adaptors are used as part of a non-sterile system, so there is limited risk to patients.",Recall,Healthcare Professional,Class 2,Terminated,Recall,nzl-teleflex-aquapak-sterile-water-for-humidification,New Zealand Medicines and Medical Devices Safety Authority,,
477b0673-8350-476a-b2cb-4462fe3943bb,2016-12-25,IND,implant detected in defibrillator,recall,Healthcare Professional,Class 1,terminated,recall,defibrillator,Health Canada,CardioPlus,defibrillator
9a82ed2f-5878-42ab-bdb3-25e0a461eec3,2021-12-25,,implant detected in defibrnllator,terminated,Hospital,Class 1,,field safety,defibrillator,MHRA,Meditech Corp,defibrillator
f30c3687-9129-466a-a85b-e8301305dcaf,2018-05-03,JPN,paperwork detected in syringe,software update,Sponsor Control,Class 3,open,safety alert,syringe,EMA,MediNova,syringe
30b83e81-4a07-4293-bc27-21fd2228c8ef,2019-05-24,MEX,documentation update detected in bandage,software update,Retail,Class 3,classified,field safety,bandage,MHRA,Meditech Corp,bandage
62792,2017-02-20,USA,"Products shipped to US locations that do not have approved applications for PMA , IDE or 510(k) clearance.",Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-tramadol-strip,U.S. Food and Drug Administration,,
18889f92-b297-4b43-b762-e43f5ab3f22e,2017-07-05,,documentation update detected in bandage,software update,Retail,Class 3,,field safety,bandage,MHRA,BioCare,bandage
a0e7b62a-fe8b-4b07-ab0c-abf39d2b90b0,2024-04-12,USA,explosion detected in surgical implant,terminated,Public Recall,Class 1,open,recall,surgical implant,Health Canada,HealthTech,surgical implant
301b2bb5-7b20-49af-8ef4-7816b235fae8,2023-03-27,,software error detectrd in laser therapy unit,recall,Wholesale,Class 2,,safety alert,laser therapy unit,EMA,BioCare,laser therapy unit
60527cf4-ec9f-41c0-ad42-afbdd98929a1,2024-11-06,IND,malfunction detected in ultrasound machine,software update,Sponsor Control,Class 2,terminated,field safety,ultrasound machine,MHRA,CardioPlus,ultrasound machine
0609fb85-893e-4963-b05e-c0b7fcbd8ad2,2017-03-13,CAN,documentation update detected in disposable glove,recall,Wholesale,Class 3,classified,recall,disposable glove,TGA,MediNova,disposable glove
a94f8860-9a54-474b-bf48-bd6319b478fe,2022-10-10,JPN,instruction correction detected in bandage,software update,Retail,Class 3,terminated,safety alert,bandage,CDSCO,GlobalMed,bandage
122901,2017-02-20,,"Philips has discovered that the NBP measurement of X3 intermittently displays only mean values instead of the diastolic and systolic blood pressure values. Furthermore, occasionally the Monitor shows the ‘Check Touch Input” message, indicating that the touchscreen controls may not funjtioe.",Recall for Product Correction,Hospital/Pharmacy/Laboratory,Class II,,Recall,aus-philips-intellivue-patient-monitor-x3,"Department of Health, Therapeutic Goods Administration",,
47965269-f9ac-458d-a0bd-3ae9b0466c9e,2025-05-24,FRA,malfunction detected in x-ray device,terminated,Wholesale,Class 2,open,field safety,x-ray device,TGA,MediNova,x-ray device
85036a5e-5ee0-4059-95cb-e7084fb741b1,2024-11-02,DEU,implant detected in ventilator,terminated,Public Recall,Class 1,classified,safety alert,ventilator,MHRA,GlobalMed,ventilator
31075,2017-02-20,GRC,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,grc-novosyn-and-safil,National Organization for Medicines,,
b4c20844-0912-4816-97f3-39310aacc171,2024-01-23,USA,cosmetic defect detected in bandage,software update,Wholesale,Class 3,terminated,safety alert,bandage,TGA,HealthTech,bandage
d2085662-7bc0-46ec-b2f7-66425d341710,2019-04-04,AUS,paperwork detected in disposable glove,software update,Wholesale,Class 3,open,field safety,disposable glove,TGA,LifeSystems,disposable glove
65bec066-cb0b-463f-bf44-38066ada0dc0,2024-03-08,BRA,paperwork detected in bandage,software update,Retail,Class 3,open,safety alert,bandage,EMA,CardioPlus,bandage
1f4f36fd-900a-4b1f-a9a7-dd544352c570,2021-02-12,JPN,packaging detected in disposable glove,software update,Retail,Class 3,classified,field safety,disposable glove,PMDA,Meditech Corp,disposable glove
616c084e-4a7a-4359-9a0c-a7d87574cc69,2020-12-09,CHN,cardiac detected in ventilator,software update,Healthcare Professional,Class 1,open,field safety,ventilator,TGA,Meditech Corp,ventilator
c13f827e-05a3-4a49-86f0-9695d7573fe6,2024-08-11,GBR,performance issue detected in laser therapy unit,terminated,Wholesale,Class 2,classified,field safety,laser therapy unit,Health Canada,BioCare,laser therapy unit
089130c4-f37d-474f-82dd-759ad3935eb9,2015-12-19,USA,cardiac detected in defibrillator,terminated,Hospital,Class 1,classified,safety alert,defibrillator,TGA,MediNova,defibrillator
50025,2017-02-20,,Device failure / Feature Before Use - Manufacturing,Recall/Exchange,Hospital/Pharmacy/Laboratory,Class 2,,Field Safety Notice,swe-expedium-spine-system-offset-conical-locknut,Swedish Medical Products Agency,,
75326,2017-02-20,CHE,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,2013-07-01,Field Safety Notice,che-consulta-crt-p,Swiss Agency for Therapeutic Products,,
a6180551-30d7-4775-9d83-5c4f01022f77,2019-01-13,IND,performance issue detected in x-ray device,software update,Wholesale,Class 2,terminated,safety alert,x-ray device,EMA,HealthTech,x-ray device
da405480-423e-4adf-90f6-774cb0ef74a6,2022-08-10,AUS,manufacturing defect detected in diagnostic monitor,software update,Sponsor Control,Class 2,classified,recall,diagnostic monitor,PMDA,BioCare,diagnostic monitor
92457,2017-02-20,CAN,ZIMMER HAS RECEIVED COMPLAINTS WHERE A NEXGEN CR MICRO ARTICULAR SURFACE WAS USED WITH A STANDARD CR FEMUR EVEN THOUGH THE COMPATIBILITY CHART INDICATES THAT THESE COMBINATIONS ARE NOT APPROVED. RECALL NOTICE TO USERS TO ENSURE REFERRAL TO THE COMPATIBILITY CHART AND LABELLING AND TO MAKE CERTAIN THEY ARE AWARE OF THE CORRECT USE COMBINATIONS OF CR MICRO ARTICULAR SURFACES WITH STANDARD CR FEMORAL COMPONENTS.,Recall,Hospital/Pharmacy/Laboratory,II,Terminated,Recall,can-nexgen-complete-knee-solution-cr-cruciate-retaining-articular-surface,Health Canada (via FOI),,
dfda092d-b0c5-41a3-8a94-dcf58b17132d,2025-05-06,USA,infection detected in defibrillator,recall,Healthcare Professional,Class 1,open,safety alert,defibrillator,EMA,CardioPlus,defibrillator
3013,2017-02-20,NZL,"The manufacturer advises that Size 3..5 stems 3.5 Stems may be labelled and Size 2.5 Stems and vice versa.,               This applies to specific lots of stems however only one affected product (Lot) was ever used and implanted in New Zealand : a 2.5 Stem .Therefore, this could potentially have had a 3.5 stem inside.",Alert,Healthcare Professional,Class 2,Terminated,Recall,nzl-stryker-accolade-tmzf-hip-stem,New Zealand Medicines and Medical Devices Safety Authority,,
0a51f008-5880-4bce-b350-b2c6f650d2b9,2022-02-19,DEU,packaging detected in syringe,recall,Retail,Class 3,classified,safety alert,syringe,Health Canada,HealthTech,syringe
a11c629c-f75c-4f78-9f2f-2411ed48fe03,2016-05-18,USA,fatal detected in cardiac pacemaker,terminated,Hospital,Class 1,terminated,recall,cardiac pacemaker,TGA,CardioPlus,cardiac pacemaker
86292,2017-02-20,,WHEN UiING HD OR LIGHTSPEED 7.2 SYSTEMS THE 80 KVP CTDI (CT DOSE INDEX) ADJUSTMENT FACTORS & CTDI ADJUSTMENT FACTORS ASSOCIATED WITH 2X0.625 (1.25 MM) & 4X0.625 (2.5MM) APERTURE SETTINGS WERE INCORRECT.,Recall,Hospital/Pharmacy/Laboratory,III,,Recall,can-lightspeed-vct-ct-system-console,Health Canada (via FOI),,
d0110e3a-4841-4974-b175-2a4e9a121aa3,2020-09-10,,fatal detected in defibrillator,recall,Public Recall,Class 1,,recall,defibrillator,PMDA,LifeSystems,defibrillator
f2d5c51b-25db-4490-ab1a-ae7456c2c3ac,2018-02-15,CHN,serious injury detected in cardiac pacemaker,software update,Healthcare Professional,Class 1,classified,safety alert,cardiac pacemaker,CDSCO,CardioPlus,cardiac pacemaker
8fcb7750-dc90-4a1d-85ff-4e76ceee40e7,2020-08-28,GBR,instruction correction detected in bandage,recall,Retail,Class 3,classified,recall,bandage,MHRA,GlobalMed,bandage
50486,2017-02-20,SWE,Device failure / Feature Before Use - Manufacturing,Upgrade software,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,swe-intellivue-informationscentral-piic-ix,Swedish Medical Products Agency,,
69990067-26e5-4136-acbf-fd30c1c758b4,2017-11-24,DEU,quality problem detected in x-ray device,software update,Sponsor Control,Class 2,terminated,safety alert,x-ray device,TGA,Meditech Corp,x-ray device
5fd7c153-25e4-4fd8-ac84-00c69b6c136f,2015-11-06,GBR,software error detected in diagnostic monitor,recall,Hospital,Class 2,open,safety alert,diagnostic monitor,Health Canada,HealthTech,diagnostic monitor
f78d968f-beb9-4345-bb06-eac8cc010479,2022-10-14,BRA,packaging detected in catheter,software update,Retail,Class 3,open,safety alert,catheter,MHRA,CardioPlus,catheter
f398b2c1-06fa-4573-914a-78c0b4726ab5,2019-12-05,JPN,cardiac detected in ventilator,recall,Healthcare Professional,Class 1,terminated,safety alert,ventilator,CDSCO,Meditech Corp,ventilator
2ee0b359-c36a-4e3a-85c1-8f5f4cf4ba06,2024-08-31,CHN,performance issue detected in diagnostic monitor,software update,Wholesale,Class 2,terminated,recall,diagnostic monitor,Health Canada,CardioPlus,diagnostic monitor
483b784c-b8ec-46be-a674-b422d2aa9403,2022-06-13,GBR,infection detected in cardiac pacemaker,recall,Public Recall,Class 1,open,safety alert,cardiac pacemaker,CDSCO,CardioPlus,cardiac pacemaker
2fa7df04-2998-4373-ad96-a531a617adda,2018-11-07,USA,explosion detected in ventilator,terminated,Healthcare Professional,Class 1,terminated,recall,ventilator,FDA,HealthTech,ventilator
6748d417-8722-4b91-8347-ab5141788889,2022-06-15,BRA,malfunction detected in x-ray device,recall,Hospital,Class 2,open,recall,x-ray device,CDSCO,CardioPlus,x-ray device
cbcd9fed-07ed-4ce1-9cd2-c05cd3ef1338,2018-03-18,DEU,cardiac detected in defibrillator,recall,Public Recall,Class 1,classified,safety alert,defibrillator,PMDA,MediNova,defibrillator
24470,2017-02-20,USA,"The company's initiation of the recall is based on a finding that some units of the Total Knee device may contain faulty pins based in the axis of the knee. Small cracks propagate through the pin cross section until the pin breaks, severely compromising the knee function.",Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall,usa-device-recall-ossur-total-knee-202e0e1a-6fab-4ac4-9a62-b383386505dd,U.S. Food and Drug Administration,,
b6ecfc9c-7faf-440e-a6e6-744d27dc414a,2017-12-12,IND,manufacturing defect detected in diagnostic monitor,recall,Hospital,Class 2,classified,field safety,diagnostic monitor,MHRA,LifeSystems,diagnostic monitor
72532,2017-02-20,CHE,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,che-contak-renewal-3-rf,Swiss Agency for Therapeutic Products,,
d1f989d5-871e-4719-9486-8d82411b710f,2021-12-11,,implant detected in cnrdiac pacemaker,recall,Public Recall,Class 1,,safety alert,cardiac pacemaker,FDA,CardioPlus,cardiac pacemaker
f1661b3b-f582-4c73-a9e5-9e1cedb5cb48,2024-03-13,CHN,documentation update detected in catheter,software update,Wholesale,Class 3,classified,field safety,catheter,CDSCO,BioCare,catheter
28376,2018-03-20,ESP,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Recall / Safety Alert,esp-catheter-repair-kits-reference-rpk-01-distributed-between-august-2016-and-february-2018,Agencia Española de Medicamentos y Productos Sanitarios (Via FOI),,
b00c5603-ea1f-44bf-b81c-669a42763b4a,2018-10-31,IND,performance issue detected in laser therapy unit,terminated,Wholesale,Class 2,terminated,safety alert,laser therapy unit,CDSCO,BioCare,laser therapy unit
adc1e3c9-0c1e-4155-afe0-e6bde375c375,2022-07-21,,implant dekected in infusion pump,terminated,Public Recall,Class 1,,field safety,infusion pump,PMDA,BioCare,infusion pump
111760,2017-02-20,IRL,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,irl-prism-p136-c136-cp136,Health Products Regulatory Authority,,
94097,2017-02-20,CAN,PATIENT'S HAND SQUEEZED IN THE GAP BETWEEN THE TABLE AND THE GANTRY. PATIENT SUFFERED A HAND CUT THAT HAD TO BE SUTURED.,Recall,Hospital/Pharmacy/Laboratory,II,Terminated,Recall,can-ventri-dual-detector-cardiac-gamma-camera-main-unit-03330110,Health Canada (via FOI),,
f41ff93e-45e3-4a86-bbc7-ebbda150546e,2017-10-31,CAN,malfunction detected in laser therapy unit,recall,Sponsor Control,Class 2,terminated,recall,laser therapy unit,EMA,LifeSystems,laser therapy unit
e3de28cd-af8d-417c-8536-963bebc076c5,2017-08-04,GBR,fatal detected in ventilator,recall,Hospital,Class 1,classified,safety alert,ventilator,Health Canada,GlobalMed,ventilator
e5035ee5-d099-4fe6-8eea-506b2c9eb7d9,2023-10-25,USA,quality problem detected in laser therapy unit,software update,Hospital,Class 2,terminated,field safety,laser therapy unit,FDA,MediNova,laser therapy unit
88f08732-5deb-4130-9e54-8895122f2e40,2017-01-26,FRA,instruction correction detected in catheter,recall,Retail,Class 3,open,recall,catheter,FDA,CardioPlus,catheter
bd49cf3a-19df-4b1d-b694-20cf881acfd2,2016-11-12,IND,serious injury detected in defibrillator,terminated,Healthcare Professional,Class 1,terminated,field safety,defibrillator,MHRA,GlobalMed,defibrillator
292df474-069f-49fa-8d49-b29374b17c32,2024-11-21,CAN,cosmetic defect detected in syringe,software update,Retail,Class 3,terminated,safety alert,syringe,FDA,Meditech Corp,syringe
5cb78a8b-1964-4f20-9463-f4f0f14f1447,2019-07-29,,keath detected in ventilator,terminated,Public Recall,Class 1,,safety alert,ventilator,Health Canada,BioCare,ventilator
84c0d003-bc60-4d4f-8a58-3d0265d98775,2025-05-24,BRA,documentation update detected in syringe,software update,Sponsor Control,Class 3,terminated,field safety,syringe,Health Canada,BioCare,syringe
10582,2017-12-11,,Device failure / Featmre Before Use - Manufacturing,"Dental Implant- Tapered Screw-Vent fully microtextured with micro-grooves ∅3,7mm L11,5 mm, Zimmer Dental - Recall",Hospital/Pharmacy/Laboratory,Class 2,,Recall,fra-tapered-screw-vent-fully-microtextured-with-micro-grooves-3-7mm-l11-5-mm,L’Agence nationale de sécurité du médicament et des produits de santé (ANSM),,
db38cbf9-5e75-42ba-ab5a-4b4baa2ebe16,2022-09-04,IND,packaging detected in disposable glove,software update,Wholesale,Class 3,terminated,recall,disposable glove,TGA,HealthTech,disposable glove
5134f7ae-1902-4d55-b1fd-72f11157be88,2023-04-21,CHN,cardiac detected in surgical implant,terminated,Hospital,Class 1,open,field safety,surgical implant,Health Canada,MediNova,surgical implant
455cd615-bb4f-42c4-bc8b-976f16715a1c,2025-06-05,BRA,serious injury detected in cardiac pacemaker,terminated,Hospital,Class 1,classified,field safety,cardiac pacemaker,CDSCO,MediNova,cardiac pacemaker
fb09e3e0-812e-403c-a59b-17b019a87484,2023-10-11,GBR,serious injury detected in ventilator,terminated,Public Recall,Class 1,terminated,safety alert,ventilator,MHRA,BioCare,ventilator
771e6606-18c7-4325-a24b-6a7e0a26215d,2017-05-12,CAN,paperwork detected in dressing,software update,Retail,Class 3,terminated,field safety,dressing,CDSCO,MediNova,dressing
d1a4bf21-8f12-42ef-93c8-41096a3e52c3,2016-11-16,,quality problem detecred in x-ray device,terminated,Wholesale,Class 2,,field safety,x-ray device,EMA,GlobalMed,x-ray device
36259fde-8d33-4ad1-bb34-dc61d007945e,2018-01-22,USA,quality problem detected in x-ray device,terminated,Wholesale,Class 2,terminated,field safety,x-ray device,CDSCO,Meditech Corp,x-ray device
45975,2016-11-28,CZE,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,cze-maquet-heater-a-maquet-heater-cooler-systems,"Ministry of Health, State Institute for Drug Control, Coordination Center for Departmental Medical Information Systems",,
77227,2017-02-20,CHE,Device failure / Feature Before Use - Manufacturing,Recall,Hospital/Pharmacy/Laboratory,Class 2,Terminated,Field Safety Notice,che-advia-centaur-systems-calibrator-e-1c0c0375,Swiss Agency for Therapeutic Products,,
